,Link,Title,Section Name,Text
25,https://data.usgs.gov/modelcatalog/data/5eb4485982ce25b5135abf3c,HYDROTHERM - A computer code for simulation of two-phase ground-water flow and heat transport,"Summary, no article","The HYDROTHERM computer program simulates multi-phase ground-water flow and associated thermal energy transport in three dimensions. It can handle high fluid pressures, up to 1 x 109 Pa (104 atm), and high temperatures, up to 1,200 °C. This report documents the release of Version 3, which includes various additions, modifications, and corrections that have been made to the original simulator. Major changes to the simulator include: 1) the ability to simulate unconfined ground-water flow, 2) a precipitation-recharge boundary condition, 3) a seepage-surface boundary condition at the land surface, 4) the removal of the limitation that a specified-pressure boundary also have a specified temperature, 5) a new iterative solver for the linear equations based on a generalized minimum-residual method, 6) the ability to use time- or depth-dependent functions for permeability, 7) the conversion of the program code to Fortran 90 to employ dynamic allocation of arrays, and 8) the incorporation of a graphical user interface (GUI) for input and output."
26,https://pubs.usgs.gov/of/2016/1136/ofr20161136.pdf,Massachusetts Reservoir Simulation Tool—User’s Manual,Introduction (no abstract),The U.S. Geological Survey developed the Massachusetts Reservoir Simulation Tool to examine the effects of reservoirs on natural streamflows in Massachusetts by simulating the daily water balance of reservoirs. The simulation tool was developed to assist environmental managers to better manage water withdrawals in reservoirs and to preserve downstream aquatic habitats.
27,https://data.usgs.gov/modelcatalog/data/5ff62dc1d34ea5387df035fa,MOC3D,"No article, webpage to download program","This model simulates three-dimensional solute transport in flowing ground water. The model computes changes in concentration of a single dissolved chemical constituent over time that are caused by advective transport, hydrodynamic dispersion (including both mechanical dispersion and diffusion), mixing (or dilution) from fluid sources, and mathematically simple chemical reactions (including linear sorption, which is represented by a retardation factor, and decay). The model can also simulate ground-water age transport and the effects of double porosity and zero-order growth/loss."
28,https://www.mdpi.com/1999-4893/1/2/52 ,Modeling Landscape Evapotranspiration by Integrating Land Surface Phenology and a Water Balance Algorithm,Abstract,"The main objective of this study is to present an improved modeling technique called Vegetation ET (VegET) that integrates commonly used water balance algorithms with remotely sensed Land Surface Phenology (LSP) parameter to conduct operational vegetation water balance modeling of rainfed systems at the LSP’s spatial scale using readily available global data sets. Evaluation of the VegET model was conducted using Flux Tower data and two-year simulation for the conterminous US. The VegET model is capable of estimating actual evapotranspiration (ETa) of rainfed crops and other vegetation types at the spatial resolution of the LSP on a daily basis, replacing the need to estimate crop- and region-specific crop coefficients."
29,https://pubs.usgs.gov/tm/tm6a37/,"MODFLOW-NWT, A Newton Formulation for MODFLOW-2005",Abstract,"This report documents a Newton formulation of MODFLOW-2005, called MODFLOW-NWT. MODFLOW-NWT is a standalone program that is intended for solving problems involving drying and rewetting nonlinearities of the unconfined groundwater-flow equation. MODFLOW-NWT must be used with the Upstream-Weighting (UPW) Package for calculating intercell conductances in a different manner than is done in the Block-Centered Flow (BCF), Layer Property Flow (LPF), or Hydrogeologic-Unit Flow (HUF; Anderman and Hill, 2000) Packages.
The UPW Package treats nonlinearities of cell drying and rewetting by use of a continuous function of groundwater head, rather than the discrete approach of drying and rewetting that is used by the BCF, LPF, and HUF Packages. This further enables application of the Newton formulation for unconfined groundwater-flow problems because conductance derivatives required by the Newton method are smooth over the full range of head for a model cell.
The NWT linearization approach generates an asymmetric matrix, which is different from the standard MODFLOW formulation that generates a symmetric matrix. Because all linear solvers presently available for use with MODFLOW-2005 solve only symmetric matrices, MODFLOW-NWT includes two previously developed asymmetric matrix-solver options. The matrix-solver options include a generalized-minimum-residual (GMRES) Solver and an Orthomin / stabilized conjugate-gradient (CGSTAB) Solver. The GMRES Solver is documented in a previously published report, such that only a brief description and input instructions are provided in this report. However, the CGSTAB Solver (called χMD) is documented in this report.
Flow-property input for the UPW Package is designed based on the LPF Package and material-property input is identical to that for the LPF Package except that the rewetting and vertical-conductance correction options of the LPF Package are not available with the UPW Package. Input files constructed for the LPF Package can be used with slight modification as input for the UPW Package. This report presents the theory and methods used by MODFLOW-NWT, including the UPW Package. Additionally, this report provides comparisons of the new methodology to analytical solutions of groundwater flow and to standard MODFLOW-2005 results by use of an unconfined aquifer MODFLOW example problem. The standard MODFLOW-2005 simulation uses the LPF Package with the wet/dry option active. A new example problem also is presented to demonstrate MODFLOW-NWT’s ability to provide a solution for a difficult unconfined groundwater-flow problem."
30,https://doi.org/10.3133/ofr99217,"MODIFICATIONS TO THE DIFFUSION ANALOG
SURFACE-WATER FLOW MODEL (DAFLOW)
FOR COUPLING TO THE MODULAR FINITEDIFFERENCE GROUND-WATER FLOW MODEL
(MODFLOW)",Abstratct,"Surface-water and ground-water computer models are widely used to simulate flow for
evaluating and managing water resources. Simulation of the surface-water/ground-water
interaction is, however, less well developed. To facilitate the simulation of this interaction, the surface-water flow model (DAPLOW) has been coupled to the modular, finite-difference, ground-water flow model (MODFLOW). The DAFLOW model routes flows through a system of inter-connected one dimensional channels and subdivides the system into a series of branches, with each branch divided into a number of subreaches. MODFLOW simulates ground-water flow through a three-dimensional grid of cells. The models are coupled by adding an exchange between each subreach and a specified ground-water cell, with the amount of flow from the stream to ground water being limited to the available streamflow. The water exchange for each subreach is computed on the basis of the stream-aquifer head difference, the streambed thickness, stream width, and streambed hydraulic conductivity. Three example applications are provided to assess the accuracy of the solutions and demonstrate the use of the combined models."
31,https://www.sciencebase.gov/catalog/item/5ef3952782ced62aaae3ef55,NCCV - National Climate Change Viewer,"Summary, no article","The NCCV allows users to visualize projected changes in climate (maximum and minimum air temperature and precipitation) and the water balance (snow water equivalent, runoff, soil water storage and evaporative deficit) for any state, county and USGS Hydrologic Units (HUC). USGS HUCs are hierarchical units associated with watersheds and analogous to states and counties that span multistate areas such as the California Region and telescope down in area to subregions such as the California-Northern Klamath-Costal HUC4, and HUC8 subbasins such as Upper Klamath Lake, Oregon. The viewer provides a number of useful tools for characterizing climate change including maps, climographs (plots of monthly averages), histograms that show the distribution or spread of the model simulations, monthly time series spanning 1950-2099, and tables that summarize changes in the quantiles (median and extremes) of the variables. The application also provides access to comprehensive, summary reports in PDF format and CSV files of the temperature and precipitation data for each geographic area."
32,https://pubs.usgs.gov/tm/06b06/pdf/TM6ChB6.pdf,"One-Dimensional Transport with Equilibrium
Chemistry (OTEQ)—A Reactive Transport
Model for Streams and Rivers",Abstract,"OTEQ is a mathematical simulation model used to characterize the fate and transport of waterborne solutes in streams and rivers. The model is formed by coupling a solute transport model with a chemical equilibrium submodel. The solute transport model is based on OTIS, a model that considers the physical processes of advection, dispersion, lateral inflow, and transient storage. The equilibrium submodel is based on MINTEQ, a model that considers the speciation and complexation of aqueous species, acid-base reactions, precipitation/dissolution, and sorption. Within OTEQ, reactions in the water column may result in the formation of solid phases (precipitates and sorbed species) that are subject to downstream transport and settling processes. Solid phases on the streambed may also interact with the water column through dissolution and sorption/desorption reactions. Consideration of both mobile (waterborne) and immobile (streambed) solid phases requires a unique set of governing differential equations and solution techniques that are developed herein. The partial differential equations describing physical transport and the algebraic equations describing chemical equilibria are coupled using the sequential iteration approach. The model’s ability to simulate pH, precipitation/dissolution, and pH-dependent sorption provides a means of evaluating the complex interactions between instream chemistry and hydrologic transport at the field scale. This report details the development and application of OTEQ. Sections of the report describe model theory, input/output specifications, model applications, and installation instructions. OTEQ may be obtained over the Internet at http://water.usgs.gov/software/OTEQ. "
33,https://www.sciencedirect.com/science/article/pii/S2589915518300051?via%3Dihub,Probability of Streamflow Permanence Model (PROSPER): A spatially continuous model of annual streamflow permanence throughout the Pacific Northwest,Abstract,"The U.S. Geological Survey (USGS) has developed the PRObability of Streamflow PERmanence (PROSPER) model, a GIS raster-based empirical model that provides streamflow permanence probabilities (probabilistic predictions) of a stream channel having year-round flow for any unregulated and minimally-impaired stream channel in the Pacific Northwest region, U.S. The model provides annual predictions for 2004–2016 at a 30-m spatial resolution based on monthly or annually updated values of climatic conditions and static physiographic variables associated with the upstream basin. Predictions correspond to any pixel on the channel network consistent with the medium resolution National Hydrography Dataset channel network stream grid. Total annual precipitation and percent forest cover were consistently the most important predictor variables among global and most subregional models, which had error rates between 17 and 22%. Probabilities were converted to wet and dry streamflow permanence classes with an associated confidence. Wet and dry classifications were used to derive descriptors that characterize the statistical and spatial distribution of streamflow permanence in three focal basins. Predicted dry channel segments account for 52–92% of the stream network across the three focal basins; streamflow permanence decreased during climatically drier years. Predictions are publicly available through the USGS StreamStats platform. Results demonstrate the utility of the PROSPER model as a tool for identifying areas that may be resilient or sensitive to drought conditions, allowing for management efforts that target protecting critical reaches. Importantly, PROSPER’s successful predictive performance can be improved with new datasets of streamflow permanence underscoring the importance of field observations."
34,https://pubs.usgs.gov/of/2001/ofr-01-0002/,PTCOUNT—A FORTRAN-77 Computer Program to Calculate the Areal Distribution of Mapped Data Points Using Count-Circle Methodology,Introduction (no abstract),"Count-circle methodology is typically used for stereonet analyses of structural data (for example, see Ramsay and Huber, 1987, p. 335). Many computer programs are available for stereonet analyses (for example, the Stereo module of Rockware98, 1998), but, to our knowledge, there were no programs available as of June 2000 for application of count-circle methodology to mapped point data. Application of count-circle methods to mapped data leads to the creation of isopleth maps. Contours (isopleths) on an isopleth map (see Schmid and MacCannel, 1955) connect equal numbers or densities of mapped features that occur within a fixed area. A population density map is an example of an isopleth map. To manually create an isopleth map, an equally spaced grid is overlain on the geologic map. Then the center of a count circle of fixed area is sequentially placed at each grid node and the number of mapped features falling within the circle are counted and recorded. Finally, the number of mapped features at each grid coordinate is contoured to produce an isopleth map. For examples of manually createdisopleth maps see Campbell (1973), Wieczorek and other (1988), and Coe and Godt (in review). The PTCOUNT program described in this report automates the production of count-circle data from digital map data. Below, we describe the programand the automated point-counting procedures, present results from an application of the program, provide guidelines for determining grid spacing and count-circle size, and present a tutorial (Appendix A) that includes instructions on running PTCOUNT.EXE, a sample input file, and a sample output file. Lastly, two FORTRAN-77 listings of PTCOUNT.FOR are given in Appendix B. The first listing is that for PTCOUNT.EXE and the second is a UNIX version."
35,https://www.ecologyandsociety.org/vol24/iss4/art11/,Recovery planning in a dynamic system: integrating uncertainty into a decision support tool for an endangered songbird,Abstract,"Along the Santa Clara River in California, populations of the federally and state-listed Least Bell's Vireo (Vireo bellii pusillus) are recovering from near extirpation. Habitat protection and restoration, as well as controlling rates of brood parasitism, are thought to be the primary drivers of this recovery. Continuing successful management of this population faces multiple challenges due to the highly dynamic and unpredictable nature of the system, lack of clearly defined and measurable recovery criteria, parametric and stochastic uncertainty, and data limitations. Many of these management challenges are not unique to Least Bell's Vireo and require careful balancing of limited resources into the future. We developed a decision support tool as a user interface for exploring the underlying uncertainty in a population viability analysis under an array of different management scenarios. The tool was designed to assist with the planning and coordination between conservation partners in the region in three distinct aspects of the decision-making process: defining the problem and setting clear goals and objectives, exploring the consequences of potential alternative actions, and identifying criteria for ongoing evaluation and monitoring. The general framework for the design of this decision support tool is broadly applicable to many management and decision-making scenarios that share these common challenges."
36,https://pubs.er.usgs.gov/publication/tm14A1,Scoops3D: software to analyze 3D slope stability throughout a digital landscape,Abstract,"The computer program, Scoops3D, evaluates slope stability throughout a digital landscape represented by a digital elevation model (DEM). The program uses a three-dimensional (3D) method of columns approach to assess the stability of many (typically millions) potential landslides within a user-defined size range. For each potential landslide (or failure), Scoops3D assesses the stability of a rotational, spherical slip surface encompassing many DEM cells using a 3D version of either Bishop’s simplified method or the Ordinary (Fellenius) method of limit-equilibrium analysis. Scoops3D has several options for the user to systematically and efficiently search throughout an entire DEM, thereby incorporating the effects of complex surface topography. In a thorough search, each DEM cell is included in multiple potential failures, and Scoops3D records the lowest stability (factor of safety) for each DEM cell, as well as the size (volume or area) associated with each of these potential landslides. It also determines the least-stable potential failure for the entire DEM. The user has a variety of options for building a 3D domain, including layers or full 3D distributions of strength and pore-water pressures, simplistic earthquake loading, and unsaturated suction conditions. Results from Scoops3D can be readily incorporated into a geographic information system (GIS) or other visualization software. This manual includes information on the theoretical basis for the slope-stability analysis, requirements for constructing and searching a 3D domain, a detailed operational guide (including step-by-step instructions for using the graphical user interface [GUI] software, Scoops3D-i) and input/output file specifications, practical considerations for conducting an analysis, results of verification tests, and multiple examples illustrating the capabilities of Scoops3D. Easy-to-use software installation packages are available for the Windows or Macintosh operating systems; these packages install the compiled Scoops3D program, the GUI (Scoops3D-i), and associated documentation. Several Scoops3D examples, including all input and output files, are available as well. The source code is written in the Fortran 90 language and can be compiled to run on any computer operating system with an appropriate compiler."
37,https://doi.org/10.1126/science.aat4723,"Slab2, a comprehensive subduction zone geometry model",Abstract,"Subduction zones are home to the most seismically active faults on the planet. The shallow megathrust interfaces of subduction zones host Earth’s largest earthquakes and are likely the only faults capable of magnitude 9+ ruptures. Despite these facts, our knowledge of subduction zone geometry—which likely plays a key role in determining the spatial extent and ultimately the size of subduction zone earthquakes—is incomplete. We calculated the three-dimensional geometries of all seismically active global subduction zones. The resulting model, called Slab2, provides a uniform geometrical analysis of all currently subducting slabs."
38,https://pubs.usgs.gov/tm/12b1/,SLAMMER—Seismic LAndslide Movement Modeled using Earthquake Records,Abstract (No Full text or PDF),"This program is designed to facilitate conducting sliding-block analysis (also called permanent-deformation analysis) of slopes in order to estimate slope behavior during earthquakes. The program allows selection from among more than 2,100 strong-motion records from 28 earthquakes and allows users to add their own records to the collection. Any number of earthquake records can be selected using a search interface that selects records based on desired properties. Sliding-block analyses, using any combination of rigid-block (Newmark), decoupled, and fully coupled methods, are then conducted on the selected group of records, and results are compiled in both graphical and tabular form. Simplified methods for conducting each type of analysis are also included."
39,https://rmets.onlinelibrary.wiley.com/doi/abs/10.1002/joc.3625,Spring onset variations and trends in the continental United States: past and regional assessment using temperature‐based indices,Abstract,feQ is a computer model for simulation of one-dimensional unsteady flow in open channels and through control structures. The structure of the program is designed to follow the structure of a stream system and provide maximum generality and flexibility. FE
40,https://www.sciencebase.gov/catalog/item/5f3ee04282ce8df5b6c8c0f0,SSEBop - Simplified Surface Energy Balance approach,Summary from website," The SSEBop model is based on the Simplified Surface Energy Balance (SSEB) approach (Senay et al., 2007, 2011) with a unique parameterization for operational applications. It combines ET fractions, generated from Landsat Collection 1 Provisional Surface Temperature, with reference ET using a thermal index approach based on the principle of satellite psychrometry (Senay, 2018). The unique feature of the SSEBop parameterization is that it uses pre-defined and seasonally dynamic boundary conditions that are specific to each pixel for the “hot/dry” and “cold/wet” reference points. The Landsat Provisional Actual Evapotranspiration (ETa) science product is generated by calculating the latent heat flux based on surface energy balance principles using a robust model and can be fundamental in the understanding of the spatiotemporal dynamics of water use over land surfaces."
41,https://pubs.usgs.gov/tm/04/c03/,Stochastic Empirical Loading and Dilution Model (SELDM) Version 1.0.0,Abstract,"The Stochastic Empirical Loading and Dilution Model (SELDM) is designed to transform complex scientific data into meaningful information about the risk of adverse effects of runoff on receiving waters, the potential need for mitigation measures, and the potential effectiveness of such management measures for reducing these risks. The U.S. Geological Survey developed SELDM in cooperation with the Federal Highway Administration to help develop planning-level estimates of event mean concentrations, flows, and loads in stormwater from a site of interest and from an upstream basin. Planning-level estimates are defined as the results of analyses used to evaluate alternative management measures; planning-level estimates are recognized to include substantial uncertainties (commonly orders of magnitude). SELDM uses information about a highway site, the associated receiving-water basin, precipitation events, stormflow, water quality, and the performance of mitigation measures to produce a stochastic population of runoff-quality variables. SELDM provides input statistics for precipitation, prestorm flow, runoff coefficients, and concentrations of selected water-quality constituents from National datasets. Input statistics may be selected on the basis of the latitude, longitude, and physical characteristics of the site of interest and the upstream basin. The user also may derive and input statistics for each variable that are specific to a given site of interest or a given area.SELDM is a stochastic model because it uses Monte Carlo methods to produce the random combinations of input variable values needed to generate the stochastic population of values for each component variable. SELDM calculates the dilution of runoff in the receiving waters and the resulting downstream event mean concentrations and annual average lake concentrations. Results are ranked, and plotting positions are calculated, to indicate the level of risk of adverse effects caused by runoff concentrations, flows, and loads on receiving waters by storm and by year. Unlike deterministic hydrologic models, SELDM is not calibrated by changing values of input variables to match a historical record of values. Instead, input values for SELDM are based on site characteristics and representative statistics for each hydrologic variable. Thus, SELDM is an empirical model based on data and statistics rather than theoretical physiochemical equations.SELDM is a lumped parameter model because the highway site, the upstream basin, and the lake basin each are represented as a single homogeneous unit. Each of these source areas is represented by average basin properties, and results from SELDM are calculated as point estimates for the site of interest. Use of the lumped parameter approach facilitates rapid specification of model parameters to develop planning-level estimates with available data. The approach allows for parsimony in the required inputs to and outputs from the model and flexibility in the use of the model. For example, SELDM can be used to model runoff from various land covers or land uses by using the highway-site definition as long as representative water quality and impervious-fraction data are available."
42,https://www.umesc.usgs.gov/management/dss/sub_veg_model.html,Submersed Aquatic Vegetation Modeling Output Online,"Introduction (no abstract, no full text)","The ability to predict the distribution of submersed aquatic vegetation in the Upper Mississippi River on the basis of physical or chemical variables is useful to resource managers. Wildlife managers have a keen interest in advanced estimates of food quantity such as American wildcelery (Vallisneria americana) population status to give out more informed advisories to hunters before the fall hunting season. Predictions for distribution of submerged aquatic vegetation beds can potentially increase hunter observance of voluntary avoidance zones where foraging birds are left alone to feed undisturbed. In years when submersed aquatic vegetation is predicted to be scarce in important wildlife habitats, managers can get the message out to hunters well before the hunting season (Jim Nissen, Upper Mississippi River National Wildlife and Fish Refuge, La Crosse District Manager, La Crosse, Wisconsin, personal communication). We developed a statistical model to predict the probability of occurrence of submersed aquatic vegetation in Pool 8 of the Upper Mississippi River on the basis of a few hydrological, physical, and geomorphic variables. Our model takes into consideration flow velocity, wind fetch, bathymetry, growing-season daily water level, and light extinction coefficient in the river (fig. 1) and calculates the probability of submersed aquatic vegetation existence in Pool 8 in individual 5- x 5-m grid cells. The model was calibrated using the data collected in 1998 (516 sites), 1999 (595 sites), and 2000 (649 sites) using a stratified random sampling protocol (Yin and others, 2000b). To validate the model, we chose the data from the Upper Mississippi River Restoration (UMRR) Program Long Term Resource Monitoring (LTRM) element transect sampling in backwater areas (Rogers and Owens 1995; Yin and others, 2000a) and ran the model for each 5- x 5-m grid cell in every growing season from 1991 to 2001. We tallied all the cells and came up with an annual average percent frequency of submersed aquatic vegetation occurrence and compared the results with actual UMRR LTRM survey data (fig. 2). Both a paired Student's test (P = 0.4620) and a Wilcoxon's two-sample test (P = 0.4738) did not contradict our null hypothesis that the model prediction and the sampling data are statistically the same. We have not found an effective statistical test to compare model-predicted spatial pattern with aerial photography geographic information, but we are satisfied with the model's outcome on the basis of visual inspection (fig. 3). A unique feature about this model is that a prediction can be made by the end of June each year; therefore, providing wildlife managers an assessment of current year vegetation growth condition 3 to 4 months ahead of the arrival of migrating waterfowl that feed on submersed aquatic vegetation. We are working with the UMRR LTRM partnership to create a mechanism so that model predictions (fig. 4) can be updated annually and the results posted on the UMRR LTRM Web site. Our model underestimated the prevalence of vegetation from 2001 to 2004. We speculate that the summer water level reduction conducted in 2001 and 2002 triggered vegetation responses that are outside the model's domain. Future enhancement of the model will incorporate the summer water level drawdown effects as well as the effects of growth conditions in previous years."
43,https://journals.sagepub.com/doi/10.1177/8755293019878199,The 2018 update of the US National Seismic Hazard Model: Overview of model and implications,Abstract,"During 2017–2018, the National Seismic Hazard Model for the conterminous United States was updated as follows: (1) an updated seismicity catalog was incorporated, which includes new earthquakes that occurred from 2013 to 2017; (2) in the central and eastern United States (CEUS), new ground motion models were updated that incorporate updated median estimates, modified assessments of the associated epistemic uncertainties and aleatory variabilities, and new soil amplification factors; (3) in the western United States (WUS), amplified shaking estimates of long-period ground motions at sites overlying deep sedimentary basins in the Los Angeles, San Francisco, Seattle, and Salt Lake City areas were incorporated; and (4) in the conterminous United States, seismic hazard is calculated for 22 periods (from 0.01 to 10 s) and 8 uniform VS30 maps (ranging from 1500 to 150 m/s). We also include a description of updated computer codes and modeling details. Results show increased ground shaking in many (but not all) locations across the CEUS (up to ~30%), as well as near the four urban areas overlying deep sedimentary basins in the WUS (up to ~50%). Due to population growth and these increased hazard estimates, more people live or work in areas of high or moderate seismic hazard than ever before, leading to higher risk of undesirable consequences from forecasted future ground shaking."
44,https://pubs.usgs.gov/wri/1990/4130/report.pdf,"THE COMPUTER MODEL SHARP, A QUASI-THREE-DIMENSIONAL FINITE-DIFFERENCE
MODEL TO SIMULATE FRESHWATER AND SALTWATER FLOW IN LAYERED COASTAL
AQUIFER SYSTEMS",ABSTRACT,"This report documents the quasi-three-dimensional, finite-difference model, SHARP, which simulates freshwater and saltwater flow separated by a sharp interface in layered coastal aquifer systems. The model accommodates multiple aquifers separated by confining layers, with spatially variable porous media properties. The uppermost aquifer can be confined, unconfined or semi-confined with areally distributed recharge. Temporal variations in recharge and pumping are accounted for by multiple pumping periods. The boundary conditions which can be simulated in the model are: prescribed flux boundaries, constant freshwater head and/or constant saltwater head boundaries, and leaky head-dependent boundaries. For each aquifer, the vertically integrated freshwater and saltwater flow equations are solved. These two equations are coupled by the boundary condition at the interface. Leakage between aquifers is calculated by applying Darcy's law. The resulting system of coupled, non-linear partial differential equations is discretized using an implicit finite-difference scheme. The discretized system of equations is solved using the strongly implicit procedure (SIP). The positions of the interface tip and toe, within the discretized finite-difference grid blocks, are tracked using linear extrapolation of the interface elevations calculated at grid points. This documentation includes an overview of saltwater intrusion modeling approaches and the mathematical formulation of SHARP. The model is verified against experimental and analytical solutions, and sample areal and crosssectional applications are presented."
45,https://www.mdpi.com/2073-4441/8/1/17,The Effect of Particle Size Distribution on the Design of Urban Stormwater Control Measures,Abstract ,"An urban pollutant loading model was used to demonstrate how incorrect assumptions on the particle size distribution (PSD) in urban runoff can alter the design characteristics of stormwater control measures (SCMs) used to remove solids in stormwater. Field-measured PSD, although highly variable, is generally coarser than the widely-accepted PSD characterized by the Nationwide Urban Runoff Program (NURP). PSDs can be predicted based on environmental surrogate data. There were no appreciable differences in predicted PSD when grouped by season. Model simulations of a wet detention pond and catch basin showed a much smaller surface area is needed to achieve the same level of solids removal using the median value of field-measured PSD as compared to NURP PSD. Therefore, SCMs that used the NURP PSD in the design process could be unnecessarily oversized. The median of measured PSDs, although more site-specific than NURP PSDs, could still misrepresent the efficiency of an SCM because it may not adequately capture the variability of individual runoff events. Future pollutant loading models may account for this variability through regression with environmental surrogates, but until then, without proper site characterization, the adoption of a single PSD to represent all runoff conditions may result in SCMs that are under- or over-sized, rendering them ineffective or unnecessarily costly."
46,https://doi.org/10.3133/sir20195045,The Hydrologic System of the South Florida Peninsula: Development and Application of the Biscayne and Southern Everglades Coastal Transport (BISECT) Model,absract,"The Biscayne and Southern Everglades Coastal Transport (BISECT) model was developed by the U.S. Geological Survey under the Greater Everglades Priority Ecosystem Studies Initiative to evaluate, both separately and in conjunction, the likely effects on surface water stages and flows, hydroperiod, and groundwater levels and salinity in south Florida of (1) a vertical Biscayne aquifer barrier to maintain higher wetland levels, (2) possible future changes to current water-management practices, and (3) sea-level rise. The BISECT model is a combination of the Tides and Inflows to the Mangrove Everglades (TIME) and Biscayne models of the western and eastern parts of south Florida including Everglades National Park, the southern Miami-Dade urban area, and the Biscayne Bay coast and simulates hydrodynamic surface-water flow and three-dimensional groundwater conditions dynamically for the period 1996–2004 by using the Flow and Transport in a Linked Overland/Aquifer Density-Dependent System (FTLOADDS) simulator. BISECT includes a number of parameter and algorithmic refinements that improve simulation results relative to the TIME and Biscayne models and represents the hydrologic system more explicitly, including (1) improved topographic representations, (2) refined Manning’s friction coefficients, (3) improved evapotranspiration computation through spatially variable albedo, (4) increased vertical aquifer discretization, and (5) extension of the western boundary farther offshore. Sensitivity analyses demonstrate that simulated flows into Long Sound have a different pattern of response to tidal amplitude, wind, and frictional resistance changes than do other coastal streams in the model; flows at Broad River and Lostmans River are most sensitive to tidal amplitude, wind, and frictional resistance changes; and flow to the Everglades coastal streams is substantially affected by surface-water/groundwater interactions in the eastern urban areas. Insight into the hydrologic system came from scenario simulations that represent proposed management actions, such as grouting of the aquifer to prevent seepage from the wetlands and changes to water deliveries proposed by the Comprehensive Everglades Restoration Plan (CERP), and projected sea-level rise. These scenario management changes are considered separately to isolate their specific effects and also in conjunction with sea-level rise. Scenario simulations show that (1) attempts to prevent seepage from the wetlands by grouting the aquifer along the L 31N levee produce minimal effects on surface-water levels; (2) the increased water deliveries proposed in the CERP redistribute flow to the northwestern coastal part of the study area with a minimal reduction to the southeast and a more substantial reduction in flows in the intervening coastal zones, mitigating some sea-level rise effects; (3) sea-level rise has a larger effect on the hydrology (water levels, flow, and salinity) than does CERP restoration; and (4) support for ecological models and hydrologic studies can be provided by applying BISECT to scenarios influenced by climatic and anthropogenic changes or by meteorological variability, such as extreme wet or dry periods."
47,https://doi.org/10.3133/tm11C9,The Pedestrian Evacuation Analyst: geographic information systems software for modeling hazard evacuation potential,Abstract,"Recent disasters such as the 2011 Tohoku, Japan, earthquake and tsunami; the 2013 Colorado floods; and the 2014 Oso, Washington, mudslide have raised awareness of catastrophic, sudden-onset hazards that arrive within minutes of the events that trigger them, such as local earthquakes or landslides. Due to the limited amount of time between generation and arrival of sudden-onset hazards, evacuations are typically self-initiated, on foot, and across the landscape (Wood and Schmidtlein, 2012). Although evacuation to naturally occurring high ground may be feasible in some vulnerable communities, evacuation modeling has demonstrated that other communities may require vertical-evacuation structures within a hazard zone, such as berms or buildings, if at-risk individuals are to survive some types of sudden-onset hazards (Wood and Schmidtlein, 2013). Researchers use both static least-cost-distance (LCD) and dynamic agent-based models to assess the pedestrian evacuation potential of vulnerable communities. Although both types of models help to understand the evacuation landscape, LCD models provide a more general overview that is independent of population distributions, which may be difficult to quantify given the dynamic spatial and temporal nature of populations (Wood and Schmidtlein, 2012). Recent LCD efforts related to local tsunami threats have focused on an anisotropic (directionally dependent) path distance modeling approach that incorporates travel directionality, multiple travel speed assumptions, and cost surfaces that reflect variations in slope and land cover (Wood and Schmidtlein, 2012, 2013). The Pedestrian Evacuation Analyst software implements this anisotropic path-distance approach for pedestrian evacuation from sudden-onset hazards, with a particular focus at this time on local tsunami threats. The model estimates evacuation potential based on elevation, direction of movement, land cover, and travel speed and creates a map showing travel times to safety (a time map) throughout a hazard zone. Model results provide a general, static view of the evacuation landscape at different pedestrian travel speeds and can be used to identify areas outside the reach of naturally occurring high ground. In addition, data on the size and location of different populations within the hazard zone can be integrated with travel-time maps to create tables and graphs of at-risk population counts as a function of travel time to safety. As a decision-support tool, the Pedestrian Evacuation Analyst provides the capability to evaluate the effectiveness of various vertical-evacuation structures within a study area, both through time maps of the modeled travel-time landscape with a potential structure in place and through comparisons of population counts within reach of safety. The Pedestrian Evacuation Analyst is designed for use by researchers examining the pedestrian-evacuation potential of an at-risk community. In communities where modeled evacuation times exceed the event (for example, tsunami wave) arrival time, researchers can use the software with emergency managers to assess the area and population served by potential vertical-evacuation options. By automating and managing the modeling process, the software allows researchers to concentrate efforts on providing crucial and timely information on community vulnerability to sudden-onset hazards."
48,https://pubs.usgs.gov/tm/2006/tm6b3/,"The SPARROW Surface Water-Quality Model: Theory, Application and User Documentation",Abstract,"SPARROW (SPAtially Referenced Regressions On Watershed attributes) is a watershed modeling technique for relating water-quality measurements made at a network of monitoring stations to attributes of the watersheds containing the stations. The core of the model consists of a nonlinear regression equation describing the non-conservative transport of contaminants from point and diffuse sources on land to rivers and through the stream and river network. The model predicts contaminant flux, concentration, and yield in streams and has been used to evaluate alternative hypotheses about the important contaminant sources and watershed properties that control transport over large spatial scales."
